,subject_doc_id,visitor_uuid,also_like_doc
33,140114173221-99ffedc0478f24b0a3bfbc1b7d259f84,df70cddbd46fd5da,140203224508-d17be972c646731e9cc67028b8363119
34,140114173221-99ffedc0478f24b0a3bfbc1b7d259f84,df70cddbd46fd5da,140227235600-808b09906fe591e6e6a345df3728cb53
35,140125161454-06cc3dcc3b75978186a9ce9b12d93871,ec42371f12a22538,131024231911-c624d6ab662d62eb2bffc973b0d36fa8
36,140126210540-114e0eeeae094f31d393b93033bafd7f,cdc566af8f21be0d,140202050325-a216da80b91ddaed6248a19978c90ec4
37,140127142353-c454b1ac470c75b9d66b39a79dddae08,42356e9c7157c1f1,140130155813-521ec396c37da28ad416d83d9ce5d1c1
38,140128094316-269b167e1c754029e6448906c5ee6392,9f817c8e85e4d716,140221204625-303b50792182ea167d71e663f1ff4d1f
39,140130155813-521ec396c37da28ad416d83d9ce5d1c1,42356e9c7157c1f1,140127142353-c454b1ac470c75b9d66b39a79dddae08
40,140202050325-a216da80b91ddaed6248a19978c90ec4,cdc566af8f21be0d,140126210540-114e0eeeae094f31d393b93033bafd7f
41,140203180251-99b2cb5f27dc382a7cf2d730698842e9,1baa1aa29ef5cb28,140227023246-c889f387dc430eaeb18fa84fd80d9f5c
42,140203224508-d17be972c646731e9cc67028b8363119,df70cddbd46fd5da,131125183212-7e4848c720bac2bb6cb8edeeff71c4ca
43,140203224508-d17be972c646731e9cc67028b8363119,df70cddbd46fd5da,131230160106-e71e7c8796d0867af7f6c6142799304f
44,140203224508-d17be972c646731e9cc67028b8363119,df70cddbd46fd5da,140114173221-99ffedc0478f24b0a3bfbc1b7d259f84
45,140203224508-d17be972c646731e9cc67028b8363119,df70cddbd46fd5da,140227235600-808b09906fe591e6e6a345df3728cb53
46,140206122940-f714e0a4079ac204bee42e3e6e3fabcd,d9175b530302ebaa,131117081925-c6809bdf22a46980ac2382740bc28f48
47,140210124420-ddbc227e25eec8e4d2304dda38a626c1,943bc721f780e296,131123040811-0ab252312bf77881c9115c2fcc2e310b
48,140221204625-303b50792182ea167d71e663f1ff4d1f,9f817c8e85e4d716,140128094316-269b167e1c754029e6448906c5ee6392
49,140224155835-0000000047fa2b7575a63884f2e8493a,03820df02b49ec97,140224185207-00000000ae9c45d83841e38fe87a1307
50,140224185207-00000000ae9c45d83841e38fe87a1307,03820df02b49ec97,140224155835-0000000047fa2b7575a63884f2e8493a
51,140227023246-c889f387dc430eaeb18fa84fd80d9f5c,1baa1aa29ef5cb28,140203180251-99b2cb5f27dc382a7cf2d730698842e9
52,140227235600-808b09906fe591e6e6a345df3728cb53,df70cddbd46fd5da,131125183212-7e4848c720bac2bb6cb8edeeff71c4ca
53,140227235600-808b09906fe591e6e6a345df3728cb53,df70cddbd46fd5da,131230160106-e71e7c8796d0867af7f6c6142799304f
54,140227235600-808b09906fe591e6e6a345df3728cb53,df70cddbd46fd5da,140114173221-99ffedc0478f24b0a3bfbc1b7d259f84
55,140227235600-808b09906fe591e6e6a345df3728cb53,df70cddbd46fd5da,140203224508-d17be972c646731e9cc67028b8363119
